   1.0677232000000000e+01	   1.9643257565085967e-01	
   9.8439119999999996e+00	   1.1424558823894740e-01	
   1.0480026000000001e+01	   1.4520663018273627e-01	
   1.0139600000000000e+01	   1.2941425788800562e-01	
   9.8133009999999992e+00	   1.6625770883411045e-01	
   1.0319649000000000e+01	   1.4203357600436398e-01	
   1.0495611000000000e+01	   1.5321516335990160e-01	
   1.0174161000000000e+01	   1.0523411240348658e-01	
   9.7958510000000008e+00	   1.0443682995608926e-01	
   1.0595530999999999e+01	   1.9437628816635844e-01	
   1.0283550000000000e+01	   1.3528374697274131e-01	
   1.0013736000000000e+01	   1.5919970219036700e-01	
   1.0296860000000001e+01	   1.4301073432371331e-01	
   1.0007830999999999e+01	   1.6530412792133084e-01	
   1.0055248000000001e+01	   1.6290409800378022e-01	
   1.0288164000000000e+01	   1.5005564409711034e-01	
   1.0950097000000000e+01	   1.5752287677671864e-01	
   1.0182161000000001e+01	   1.2535544017419198e-01	
   1.1298149000000000e+01	   1.4952019722530493e-01	
   1.0176542000000000e+01	   1.1346785527740896e-01	
   1.1167863000000001e+01	   1.1838711715269164e-01	
   1.0792149000000000e+01	   1.3539770348703389e-01	
   1.0775176000000000e+01	   1.4153326282189516e-01	
   1.0560029000000000e+01	   1.1726554748284466e-01	
   1.0196519000000000e+01	   1.6775260069496700e-01	
   1.0262976999999999e+01	   1.2167066075275966e-01	
   9.9518749999999994e+00	   1.7125650602426026e-01	
   1.0753444000000000e+01	   1.7416014049771153e-01	
   1.0090818000000001e+01	   1.8148556204684624e-01	
   9.7958219999999994e+00	   1.5410524469119402e-01	
   1.0268884000000000e+01	   1.5724525763435310e-01	
   1.0620839000000000e+01	   1.3405146653181133e-01	
   1.0311645000000000e+01	   2.0504363596350680e-01	
   1.0454864000000001e+01	   1.6567307543080259e-01	
   9.9602009999999996e+00	   1.2288351211649017e-01	
   1.0225647000000000e+01	   1.5130927393585869e-01	
   1.0857834000000000e+01	   1.3685649837962641e-01	
   1.0809756999999999e+01	   1.4931802762559762e-01	
   9.9402509999999999e+00	   1.4883765486614650e-01	
   1.0020135000000000e+01	   1.5900560916413611e-01	
   1.0262228000000000e+01	   1.0707875736303588e-01	
   1.0860659999999999e+01	   1.6523799784929932e-01	
   1.0806126000000001e+01	   2.0603562593792518e-01	
   9.8430909999999994e+00	   1.2732064586282377e-01	
   1.0365895999999999e+01	   9.4583266831153229e-02	
   1.0045704000000001e+01	   9.3265410717928154e-02	
   1.0590070000000001e+01	   1.3723619329253797e-01	
   1.0272748000000000e+01	   1.7721582122001125e-01	
   1.0435148999999999e+01	   1.3012828877183011e-01	
   9.8261900000000004e+00	   1.5724417495938564e-01	
