500,226.2196678887523,226.2197009363633,226.2197319459235,226.21976104310826
150,82.80897786950345,147.80838379838778,82.8017636884787,147.81441633478372
50,67.40264996521141,67.47977439936962,67.42135366880683,67.48581797575048
60,71.60404703736074,72.23034999316154,71.63177385328899,72.22785631081047
70,74.85899200802204,78.15672905310069,74.80533998080828,78.2400223000272
80,76.92453083242884,85.51742829565691,76.74729707696817,85.72561752295051
90,78.64363725649535,93.3609198843226,78.42227564846736,93.61204821702806
100,79.890811633046,101.82800390040717,79.62532045694564,102.12531712543546
110,80.56981071717114,111.00260342012496,80.24253684901467,111.36438488715292
120,81.02161374331503,120.47110763308149,80.62253667760628,120.90516400053801
130,81.88941169544297,129.47757277137768,81.42612408026987,129.9713813715352
140,83.7885005091971,137.3256673219597,83.27592986984624,137.85936362465344
150,87.1161814652701,143.61566194136455,86.56225528271719,144.1787874733347
160,92.08269692594435,148.19778581542494,91.48654925506531,148.79142338819574
170,98.78141158744883,151.0591034820498,98.14263159575232,151.6867354207903
180,107.15861305241751,152.30910386156205,106.49062004095248,152.96398985455102
190,116.88397295782762,152.2714692098514,116.22034597914595,152.9303332801892
200,127.31680823001072,151.50355114964518,126.70928914908058,152.12879262283428
210,137.61624915924702,150.68814176836239,137.19377373863816,151.16269666169882
220,146.33900083507987,151.24320731578794,146.22718984164823,151.40248687820844
230,152.74981410001797,154.08876390334188,152.7662274591612,154.10964140637952
240,157.85674455117797,158.15285532107833,157.8833454545125,158.1618017362192
250,162.4817632805714,162.54141408170162,162.5029754463537,162.5552705332504
260,166.91714300463306,166.93363677939573,166.93582787172298,166.94972477998468
270,171.2314284962319,171.2415126852245,171.24940650070755,171.25803548109613
280,175.43042808178257,175.4396667698538,175.44813106636627,175.45612001584706
290,179.50652887057234,179.51556929903475,179.52397907179514,179.53181795457454
300,183.44993421300643,183.45880923966493,183.46707869517562,183.474783961039
310,187.25072047269188,187.25940270169338,187.26749723344972,187.27504307629383
320,190.89924129557852,190.90769925963866,190.91558857772807,190.92294671916724
330,194.38632454673328,194.3945272623186,194.40218199714283,194.4093246479012
340,197.70347083396913,197.71138818659566,197.71877980100913,197.72567993185726
350,200.84307269780933,200.8506755809431,200.85777648526442,200.86440795461547
360,203.7986485416593,203.80590901669405,203.8126927210961,203.8190304213529
370,206.56507970174164,206.5719712050906,206.57841251492138,206.5844325568792
380,209.13883535425518,209.14533295685018,209.15140821565248,209.15708815625527
390,211.51816727376735,211.52424798723416,211.52993536255784,211.5352544718537
400,213.70325546145457,213.70889857464567,213.71417837181974,213.71911792564728
410,215.69628703963218,215.701474460193,215.7063294407422,215.71087301768483
420,217.50145492265565,217.5061714924953,217.5105871683657,217.51472092427247
430,219.12486944628807,219.12910319852006,219.13306807196324,219.1367809640103
440,220.57438455848995,220.5781268871782,220.58163260956823,220.58491654494927
450,221.859349006072,221.86259472850557,221.86563615911967,221.8684860506177
460,222.9903006298585,222.9930479326033,222.99562308910407,222.9980368097497
470,223.9786270310895,223.98087730357747,223.98298720758902,223.98496544745777
480,224.83621768351168,224.83797525414695,224.83962368578864,224.8411697237673
490,225.5751309863913,225.57640278429645,225.57759596715968,225.57871537764106
500,226.20729543577806,226.20809060544335,226.20883684738922,226.20953716551807
510,226.74425813579896,226.74458763206016,226.74489694740333,226.74518731670196
520,227.19698748766217,227.1968636753917,227.19674741122896,227.19663823484325
530,227.57573110111503,227.57516737894161,227.57463786367572,227.57414047611144
540,227.88992542946283,227.88893589094312,227.88800611757102,227.88713248868865
550,228.14815059942683,228.14674973937684,228.14543309078294,228.1441955688546
560,228.35812233384777,228.3563248026527,228.35463482158386,228.35304591795648
570,228.5267124890413,228.52453289401546,228.52248309691592,228.5205553115535
580,228.65999020639546,228.657442956705,228.65504668819014,228.65279237312498
590,228.7632766720823,228.76037586224297,228.75764618558483,228.75507744198376
600,228.84120770949,228.83796703579335,228.83491665416562,228.83204525812897
