4829	0.11247498542070389
4788	0.10387883335351944
1416	0.15615081787109375
1323	0.12419752776622772
1250	0.11477861553430557
1324	0.137254998087883
1267	0.13173730671405792
1277	0.1167282983660698
1268	0.11346912384033203
1242	0.1313224881887436
1261	0.09886112809181213
1280	0.11889927089214325
1247	0.14924028515815735
1265	0.1452653855085373
1271	0.11257901787757874
1432	0.11093300580978394
1257	0.10951188951730728
1288	0.1003960594534874
1305	0.10828588157892227
1268	0.10133715718984604
1242	0.10911326855421066
1252	0.11195196211338043
1266	0.14766372740268707
1250	0.1199292540550232
1260	0.10845786333084106
1247	0.10810334980487823
1244	0.11423950642347336
1255	0.08413530886173248
1240	0.10384510457515717
1236	0.12675756216049194
1248	0.13568542897701263
1249	0.12914887070655823
1269	0.10246745496988297
1372	0.13578513264656067
1291	0.10710828006267548
1247	0.13358737528324127
1243	0.13309346139431
1253	0.10983645915985107
1276	0.11104230582714081
1237	0.10193781554698944
1250	0.1056424230337143
1306	0.0780147910118103
1343	0.11274915933609009
1309	0.10406343638896942
1290	0.12539584934711456
1246	0.09629146009683609
1240	0.12136439979076385
1239	0.13373598456382751
1248	0.10349801182746887
1252	0.12551160156726837
